Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,AssemblyName
SRR6862503,not applicable,WGS,298,1736424953,PRJNA434660,SAMN08567280,Plant,576623420,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817312,USA,North America,USA:Maryland,Illumina HiSeq 4000,31,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862504,not applicable,WGS,297,2415679880,PRJNA434660,SAMN08567280,Plant,809419175,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817311,USA,North America,USA:Maryland,Illumina HiSeq 4000,32,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:12:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862505,not applicable,WGS,298,3632023687,PRJNA434660,SAMN08567280,Plant,1186336253,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817310,USA,North America,USA:Maryland,Illumina HiSeq 4000,24,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862506,not applicable,WGS,299,4617307294,PRJNA434660,SAMN08567280,Plant,1435448946,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817309,USA,North America,USA:Maryland,Illumina HiSeq 4000,25,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:16:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862507,not applicable,WGS,298,3389248756,PRJNA434660,SAMN08567280,Plant,1127860850,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817308,USA,North America,USA:Maryland,Illumina HiSeq 4000,26,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862508,not applicable,WGS,299,3300616890,PRJNA434660,SAMN08567280,Plant,1034750715,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817307,USA,North America,USA:Maryland,Illumina HiSeq 4000,27,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862509,not applicable,WGS,298,2364529536,PRJNA434660,SAMN08567280,Plant,810784153,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817306,USA,North America,USA:Maryland,Illumina HiSeq 4000,33,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:13:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862510,not applicable,WGS,298,4402119157,PRJNA434660,SAMN08567280,Plant,1466297716,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817305,USA,North America,USA:Maryland,Illumina HiSeq 4000,34,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6750103,not applicable,WGS,300,9080044678,PRJNA434660,SAMN08567280,Plant,5013558892,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722842,USA,North America,USA:Maryland,Illumina HiSeq 4000,40,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750104,not applicable,WGS,302,2015267442,PRJNA434660,SAMN08567280,Plant,1008164756,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722841,USA,North America,USA:Maryland,Illumina HiSeq 4000,37,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:26:00Z,1,AthMu,SRP133100,leaf,
SRR6750105,not applicable,WGS,302,2076074236,PRJNA434660,SAMN08567280,Plant,1037761488,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722840,USA,North America,USA:Maryland,Illumina HiSeq 4000,38,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:26:00Z,1,AthMu,SRP133100,leaf,
SRR6750112,not applicable,WGS,302,5311407182,PRJNA434660,SAMN08567280,Plant,2613758038,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722833,USA,North America,USA:Maryland,Illumina HiSeq 4000,46,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:35:00Z,1,AthMu,SRP133100,leaf,
SRR6750113,not applicable,WGS,302,5954026942,PRJNA434660,SAMN08567280,Plant,2995191971,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722832,USA,North America,USA:Maryland,Illumina HiSeq 4000,45,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:35:00Z,1,AthMu,SRP133100,leaf,
SRR6750115,not applicable,WGS,302,4875577392,PRJNA434660,SAMN08567280,Plant,2422988506,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722830,USA,North America,USA:Maryland,Illumina HiSeq 4000,51,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:35:00Z,1,AthMu,SRP133100,leaf,
SRR6750116,not applicable,WGS,302,9810452484,PRJNA434660,SAMN08567280,Plant,4880630153,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722829,USA,North America,USA:Maryland,Illumina HiSeq 4000,50,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750117,not applicable,WGS,302,8345140632,PRJNA434660,SAMN08567280,Plant,4151382925,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722828,USA,North America,USA:Maryland,Illumina HiSeq 4000,49,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750122,not applicable,WGS,302,4933629342,PRJNA434660,SAMN08567280,Plant,2454325914,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722823,USA,North America,USA:Maryland,Illumina HiSeq 4000,55,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:32:00Z,1,AthMu,SRP133100,leaf,
SRR6750123,not applicable,WGS,302,3765046986,PRJNA434660,SAMN08567280,Plant,1865502512,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722822,USA,North America,USA:Maryland,Illumina HiSeq 4000,56,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:33:00Z,1,AthMu,SRP133100,leaf,
SRR6750124,not applicable,WGS,302,3541809794,PRJNA434660,SAMN08567280,Plant,1815928785,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722821,USA,North America,USA:Maryland,Illumina HiSeq 4000,57,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:29:00Z,1,AthMu,SRP133100,leaf,
SRR6750125,not applicable,WGS,302,4548760542,PRJNA434660,SAMN08567280,Plant,2279022865,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722820,USA,North America,USA:Maryland,Illumina HiSeq 4000,58,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:31:00Z,1,AthMu,SRP133100,leaf,
SRR6750126,not applicable,WGS,302,2254413692,PRJNA434660,SAMN08567280,Plant,1114055082,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722819,USA,North America,USA:Maryland,Illumina HiSeq 4000,63,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:27:00Z,1,AthMu,SRP133100,leaf,
SRR6750127,not applicable,WGS,302,3952296650,PRJNA434660,SAMN08567280,Plant,1943080576,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722818,USA,North America,USA:Maryland,Illumina HiSeq 4000,64,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:31:00Z,1,AthMu,SRP133100,leaf,
SRR6750128,not applicable,WGS,302,7011675638,PRJNA434660,SAMN08567280,Plant,3472667272,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722817,USA,North America,USA:Maryland,Illumina HiSeq 4000,66,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:36:00Z,1,AthMu,SRP133100,leaf,
SRR6750129,not applicable,WGS,302,3276031976,PRJNA434660,SAMN08567280,Plant,1632930349,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722816,USA,North America,USA:Maryland,Illumina HiSeq 4000,65,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:30:00Z,1,AthMu,SRP133100,leaf,
SRR6750133,not applicable,WGS,302,7295084518,PRJNA434660,SAMN08567280,Plant,3587227157,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722812,USA,North America,USA:Maryland,Illumina HiSeq 4000,69,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:42:00Z,1,AthMu,SRP133100,leaf,
SRR6750141,not applicable,WGS,302,4740633222,PRJNA434660,SAMN08567280,Plant,2354183430,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722804,USA,North America,USA:Maryland,Illumina HiSeq 4000,96,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:32:00Z,1,AthMu,SRP133100,leaf,
SRR6750142,not applicable,WGS,302,3220289722,PRJNA434660,SAMN08567280,Plant,1613163000,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722803,USA,North America,USA:Maryland,Illumina HiSeq 4000,94,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:32:00Z,1,AthMu,SRP133100,leaf,
SRR6750153,not applicable,WGS,302,9398669746,PRJNA434660,SAMN08567280,Plant,4659967122,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722792,USA,North America,USA:Maryland,Illumina HiSeq 4000,83,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T11:14:00Z,1,AthMu,SRP133100,leaf,
SRR6750156,not applicable,WGS,302,6843566130,PRJNA434660,SAMN08567280,Plant,3439585298,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722789,USA,North America,USA:Maryland,Illumina HiSeq 4000,84,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750157,not applicable,WGS,302,5395354424,PRJNA434660,SAMN08567280,Plant,2724391343,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722788,USA,North America,USA:Maryland,Illumina HiSeq 4000,85,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:45:00Z,1,AthMu,SRP133100,leaf,
SRR6750158,not applicable,WGS,302,2947959712,PRJNA434660,SAMN08567280,Plant,1457978402,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722787,USA,North America,USA:Maryland,Illumina HiSeq 4000,13,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:33:00Z,1,AthMu,SRP133100,leaf,
SRR6750159,not applicable,WGS,302,6114463536,PRJNA434660,SAMN08567280,Plant,3029735746,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722786,USA,North America,USA:Maryland,Illumina HiSeq 4000,14,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750160,not applicable,WGS,302,4318882672,PRJNA434660,SAMN08567280,Plant,2164637149,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722785,USA,North America,USA:Maryland,Illumina HiSeq 4000,15,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750161,not applicable,WGS,302,2137930782,PRJNA434660,SAMN08567280,Plant,1080188863,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722784,USA,North America,USA:Maryland,Illumina HiSeq 4000,16,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:33:00Z,1,AthMu,SRP133100,leaf,
SRR6750162,not applicable,WGS,302,3915257558,PRJNA434660,SAMN08567280,Plant,1970673911,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722783,USA,North America,USA:Maryland,Illumina HiSeq 4000,17,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:38:00Z,1,AthMu,SRP133100,leaf,
SRR6750170,not applicable,WGS,300,3176062824,PRJNA434660,SAMN08567280,Plant,1387688132,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722775,USA,North America,USA:Maryland,Illumina HiSeq 4000,118,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:41:00Z,1,AthMu,SRP133100,leaf,
SRR6750171,not applicable,WGS,300,4706912087,PRJNA434660,SAMN08567280,Plant,2075748052,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722774,USA,North America,USA:Maryland,Illumina HiSeq 4000,117,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:48:00Z,1,AthMu,SRP133100,leaf,
SRR6750182,not applicable,WGS,300,8886677459,PRJNA434660,SAMN08567280,Plant,3901605734,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722763,USA,North America,USA:Maryland,Illumina HiSeq 4000,109,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:48:00Z,1,AthMu,SRP133100,leaf,
SRR6750183,not applicable,WGS,300,5552667074,PRJNA434660,SAMN08567280,Plant,2426395705,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722762,USA,North America,USA:Maryland,Illumina HiSeq 4000,110,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:51:00Z,1,AthMu,SRP133100,leaf,
SRR6750184,not applicable,WGS,302,7424412092,PRJNA434660,SAMN08567280,Plant,3642148643,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722761,USA,North America,USA:Maryland,Illumina HiSeq 4000,5,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:55:00Z,1,AthMu,SRP133100,leaf,
SRR6750185,not applicable,WGS,302,5388710726,PRJNA434660,SAMN08567280,Plant,2666202721,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722760,USA,North America,USA:Maryland,Illumina HiSeq 4000,6,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:42:00Z,1,AthMu,SRP133100,leaf,
SRR6750186,not applicable,WGS,302,6843336006,PRJNA434660,SAMN08567280,Plant,3350540368,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722759,USA,North America,USA:Maryland,Illumina HiSeq 4000,7,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:59:00Z,1,AthMu,SRP133100,leaf,
SRR6750187,not applicable,WGS,302,6376458804,PRJNA434660,SAMN08567280,Plant,3123946795,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722758,USA,North America,USA:Maryland,Illumina HiSeq 4000,8,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:51:00Z,1,AthMu,SRP133100,leaf,
SRR6750189,not applicable,WGS,302,6915321632,PRJNA434660,SAMN08567280,Plant,3416867603,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722756,USA,North America,USA:Maryland,Illumina HiSeq 4000,2,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:45:00Z,1,AthMu,SRP133100,leaf,
SRR6750195,not applicable,WGS,302,4823223880,PRJNA434660,SAMN08567280,Plant,2458071673,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722750,USA,North America,USA:Maryland,Illumina HiSeq 4000,34,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:44:00Z,1,AthMu,SRP133100,leaf,
SRR6750196,not applicable,WGS,302,2548438174,PRJNA434660,SAMN08567280,Plant,1316907969,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722749,USA,North America,USA:Maryland,Illumina HiSeq 4000,33,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:39:00Z,1,AthMu,SRP133100,leaf,
SRR6750197,not applicable,WGS,302,2285039512,PRJNA434660,SAMN08567280,Plant,1158451276,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722748,USA,North America,USA:Maryland,Illumina HiSeq 4000,29,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750198,not applicable,WGS,302,2195900286,PRJNA434660,SAMN08567280,Plant,1100591314,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722747,USA,North America,USA:Maryland,Illumina HiSeq 4000,28,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:40:00Z,1,AthMu,SRP133100,leaf,
SRR6750201,not applicable,WGS,302,5033646608,PRJNA434660,SAMN08567280,Plant,2494736382,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722744,USA,North America,USA:Maryland,Illumina HiSeq 4000,25,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:56:00Z,1,AthMu,SRP133100,leaf,
SRR6750202,not applicable,WGS,302,3968918730,PRJNA434660,SAMN08567280,Plant,2002102534,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722743,USA,North America,USA:Maryland,Illumina HiSeq 4000,24,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:43:00Z,1,AthMu,SRP133100,leaf,
SRR6750203,not applicable,WGS,302,3618068116,PRJNA434660,SAMN08567280,Plant,1794313102,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722742,USA,North America,USA:Maryland,Illumina HiSeq 4000,27,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:42:00Z,1,AthMu,SRP133100,leaf,
SRR6750098,not applicable,WGS,302,6431485620,PRJNA434660,SAMN08567280,Plant,3186457247,SOUTH DAKOTA STATE UNIVERSITY,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3722847,USA,North America,USA:Maryland,Illumina HiSeq 4000,43,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-02-20T10:35:00Z,1,AthMu,SRP133100,leaf,
