Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,label,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue,create_date,version,Cultivar,Ecotype
SRR1971120,3-5 weeks,WGA,100,47619800,PRJNA269994,SAMN03268219,Plant,34525887,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992896,USA,North America,USA,Illumina HiSeq 2000,FRAG00227,FRAG00227A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00227,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971121,3-5 weeks,WGA,100,196882200,PRJNA269994,SAMN03268220,Plant,141301804,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992897,USA,North America,USA,Illumina HiSeq 2000,FRAG00228,FRAG00228A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00228,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971122,3-5 weeks,WGA,100,147636500,PRJNA269994,SAMN03268221,Plant,106372206,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992898,USA,North America,USA,Illumina HiSeq 2000,FRAG00229,FRAG00229A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00229,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971123,3-5 weeks,WGA,100,57192800,PRJNA269994,SAMN03268222,Plant,41244314,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992899,USA,North America,USA,Illumina HiSeq 2000,FRAG00230,FRAG00230A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00230,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971124,3-5 weeks,WGA,100,87688600,PRJNA269994,SAMN03268223,Plant,63159593,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992900,USA,North America,USA,Illumina HiSeq 2000,FRAG00231,FRAG00231A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00231,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971125,3-5 weeks,WGA,100,211531600,PRJNA269994,SAMN03268224,Plant,151536269,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992901,USA,North America,USA,Illumina HiSeq 2000,FRAG00232,FRAG00232A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00232,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971126,3-5 weeks,WGA,100,188413400,PRJNA269994,SAMN03268225,Plant,135566273,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992902,USA,North America,USA,Illumina HiSeq 2000,FRAG00233,FRAG00233A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00233,SRP051357,Leaf,2015-04-14T14:38:00Z,1,Col-0 x Ler,
SRR1971127,3-5 weeks,WGA,100,131525600,PRJNA269994,SAMN03268226,Plant,94268353,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992903,USA,North America,USA,Illumina HiSeq 2000,FRAG00234,FRAG00234A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00234,SRP051357,Leaf,2015-04-13T19:03:00Z,1,Col-0 x Ler,
SRR1971128,3-5 weeks,WGA,100,110210400,PRJNA269994,SAMN03268227,Plant,79746481,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992904,USA,North America,USA,Illumina HiSeq 2000,FRAG00236,FRAG00236A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00236,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971129,3-5 weeks,WGA,100,144758200,PRJNA269994,SAMN03268228,Plant,104269115,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992905,USA,North America,USA,Illumina HiSeq 2000,FRAG00237,FRAG00237A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00237,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971130,3-5 weeks,WGA,100,150749200,PRJNA269994,SAMN03268229,Plant,108397976,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992906,USA,North America,USA,Illumina HiSeq 2000,FRAG00239,FRAG00239A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00239,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971131,3-5 weeks,WGA,100,180479100,PRJNA269994,SAMN03268230,Plant,129765326,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992907,USA,North America,USA,Illumina HiSeq 2000,FRAG00240,FRAG00240A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00240,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971132,3-5 weeks,WGA,100,245445200,PRJNA269994,SAMN03268231,Plant,176371593,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992908,USA,North America,USA,Illumina HiSeq 2000,FRAG00242,FRAG00242A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00242,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971133,3-5 weeks,WGA,100,214788300,PRJNA269994,SAMN03268232,Plant,154424808,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992909,USA,North America,USA,Illumina HiSeq 2000,FRAG00243,FRAG00243A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00243,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971134,3-5 weeks,WGA,100,182611000,PRJNA269994,SAMN03268233,Plant,131223306,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992910,USA,North America,USA,Illumina HiSeq 2000,FRAG00244,FRAG00244A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00244,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971135,3-5 weeks,WGA,100,77671000,PRJNA269994,SAMN03268234,Plant,56319475,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992911,USA,North America,USA,Illumina HiSeq 2000,FRAG00245,FRAG00245A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00245,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971136,3-5 weeks,WGA,100,201634900,PRJNA269994,SAMN03268235,Plant,145014282,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992912,USA,North America,USA,Illumina HiSeq 2000,FRAG00247,FRAG00247A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00247,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971137,3-5 weeks,WGA,100,104792700,PRJNA269994,SAMN03268236,Plant,75286998,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992913,USA,North America,USA,Illumina HiSeq 2000,FRAG00248,FRAG00248A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00248,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971138,3-5 weeks,WGA,100,248277200,PRJNA269994,SAMN03268237,Plant,178917501,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992914,USA,North America,USA,Illumina HiSeq 2000,FRAG00249,FRAG00249A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00249,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971139,3-5 weeks,WGA,100,203175900,PRJNA269994,SAMN03268238,Plant,147013198,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992915,USA,North America,USA,Illumina HiSeq 2000,FRAG00250,FRAG00250A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00250,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971140,3-5 weeks,WGA,100,363964000,PRJNA269994,SAMN03268239,Plant,261696387,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992916,USA,North America,USA,Illumina HiSeq 2000,FRAG00251,FRAG00251A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00251,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971141,3-5 weeks,WGA,100,173566900,PRJNA269994,SAMN03268240,Plant,125372762,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992917,USA,North America,USA,Illumina HiSeq 2000,FRAG00252,FRAG00252A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00252,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971142,3-5 weeks,WGA,100,257762200,PRJNA269994,SAMN03268241,Plant,185886344,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992918,USA,North America,USA,Illumina HiSeq 2000,FRAG00253,FRAG00253A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00253,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971143,3-5 weeks,WGA,100,354037300,PRJNA269994,SAMN03268242,Plant,255172280,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992919,USA,North America,USA,Illumina HiSeq 2000,FRAG00254,FRAG00254A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00254,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971144,3-5 weeks,WGA,100,21227900,PRJNA269994,SAMN03268243,Plant,15268945,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992920,USA,North America,USA,Illumina HiSeq 2000,FRAG00255,FRAG00255A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00255,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971145,3-5 weeks,WGA,100,176093800,PRJNA269994,SAMN03268244,Plant,127020882,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992921,USA,North America,USA,Illumina HiSeq 2000,FRAG00256,FRAG00256A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00256,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971146,3-5 weeks,WGA,100,220101500,PRJNA269994,SAMN03268245,Plant,159432010,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992922,USA,North America,USA,Illumina HiSeq 2000,FRAG00257,FRAG00257A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00257,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971147,3-5 weeks,WGA,100,284679400,PRJNA269994,SAMN03268246,Plant,205298351,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992923,USA,North America,USA,Illumina HiSeq 2000,FRAG00258,FRAG00258A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00258,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971148,3-5 weeks,WGA,100,209219600,PRJNA269994,SAMN03268247,Plant,150838587,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992924,USA,North America,USA,Illumina HiSeq 2000,FRAG00259,FRAG00259A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00259,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971149,3-5 weeks,WGA,100,311885600,PRJNA269994,SAMN03268248,Plant,225098821,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992925,USA,North America,USA,Illumina HiSeq 2000,FRAG00260,FRAG00260A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00260,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971150,3-5 weeks,WGA,100,277645500,PRJNA269994,SAMN03268249,Plant,199542923,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992926,USA,North America,USA,Illumina HiSeq 2000,FRAG00261,FRAG00261A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00261,SRP051357,Leaf,2015-04-13T16:17:00Z,1,Col-0 x Ler,
SRR1971151,3-5 weeks,WGA,100,144595600,PRJNA269994,SAMN03268250,Plant,103917299,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992927,USA,North America,USA,Illumina HiSeq 2000,FRAG00262,FRAG00262A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00262,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971152,3-5 weeks,WGA,100,13249800,PRJNA269994,SAMN03268251,Plant,9601081,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992928,USA,North America,USA,Illumina HiSeq 2000,FRAG00263,FRAG00263A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00263,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971153,3-5 weeks,WGA,100,283140300,PRJNA269994,SAMN03268252,Plant,203796058,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992929,USA,North America,USA,Illumina HiSeq 2000,FRAG00264,FRAG00264A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00264,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971154,3-5 weeks,WGA,100,301300700,PRJNA269994,SAMN03268253,Plant,217763574,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992930,USA,North America,USA,Illumina HiSeq 2000,FRAG00265,FRAG00265A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00265,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971155,3-5 weeks,WGA,100,259384000,PRJNA269994,SAMN03268254,Plant,186211981,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992931,USA,North America,USA,Illumina HiSeq 2000,FRAG00266,FRAG00266A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00266,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971156,3-5 weeks,WGA,100,98301400,PRJNA269994,SAMN03268255,Plant,70921061,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992932,USA,North America,USA,Illumina HiSeq 2000,FRAG00267,FRAG00267A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00267,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971157,3-5 weeks,WGA,100,120239600,PRJNA269994,SAMN03268256,Plant,86890783,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992933,USA,North America,USA,Illumina HiSeq 2000,FRAG00268,FRAG00268A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00268,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971158,3-5 weeks,WGA,100,156436700,PRJNA269994,SAMN03268257,Plant,112789360,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992934,USA,North America,USA,Illumina HiSeq 2000,FRAG00270,FRAG00270A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00270,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971159,3-5 weeks,WGA,100,263047300,PRJNA269994,SAMN03268258,Plant,189312208,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992935,USA,North America,USA,Illumina HiSeq 2000,FRAG00272,FRAG00272A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00272,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971160,3-5 weeks,WGA,100,139357000,PRJNA269994,SAMN03268259,Plant,100434526,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992936,USA,North America,USA,Illumina HiSeq 2000,FRAG00273,FRAG00273A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00273,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971161,3-5 weeks,WGA,100,90887600,PRJNA269994,SAMN03268260,Plant,64819357,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992937,USA,North America,USA,Illumina HiSeq 2000,FRAG00275,FRAG00275A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00275,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971162,3-5 weeks,WGA,100,133973000,PRJNA269994,SAMN03268261,Plant,96138171,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992938,USA,North America,USA,Illumina HiSeq 2000,FRAG00276,FRAG00276A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00276,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971163,3-5 weeks,WGA,100,213323100,PRJNA269994,SAMN03268262,Plant,152928041,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992939,USA,North America,USA,Illumina HiSeq 2000,FRAG00279,FRAG00279A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00279,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971164,3-5 weeks,WGA,100,306462100,PRJNA269994,SAMN03268263,Plant,219383846,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992940,USA,North America,USA,Illumina HiSeq 2000,FRAG00280,FRAG00280A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00280,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971165,3-5 weeks,WGA,100,125064800,PRJNA269994,SAMN03268264,Plant,88308893,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992941,USA,North America,USA,Illumina HiSeq 2000,FRAG00282,FRAG00282A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00282,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971166,3-5 weeks,WGA,100,352249500,PRJNA269994,SAMN03268265,Plant,253446187,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992942,USA,North America,USA,Illumina HiSeq 2000,FRAG00283,FRAG00283A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00283,SRP051357,Leaf,2015-04-13T16:16:00Z,1,Col-0 x Ler,
SRR1971167,3-5 weeks,WGA,100,160347600,PRJNA269994,SAMN03268266,Plant,115362392,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992943,USA,North America,USA,Illumina HiSeq 2000,FRAG00284,FRAG00284A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00284,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971168,3-5 weeks,WGA,100,84878300,PRJNA269994,SAMN03268267,Plant,60678203,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992944,USA,North America,USA,Illumina HiSeq 2000,FRAG00285,FRAG00285A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00285,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971169,3-5 weeks,WGA,50,174210650,PRJNA269994,SAMN03268165,Plant,121737167,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992945,USA,North America,USA,Illumina HiSeq 2000,FRAG00150,FRAG00150A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00150,SRP051357,Leaf,2015-04-13T16:15:00Z,1,Col-0 x Ler,
SRR1971170,3-5 weeks,WGA,50,25696600,PRJNA269994,SAMN03268166,Plant,18214602,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992946,USA,North America,USA,Illumina HiSeq 2000,FRAG00151,FRAG00151A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00151,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
SRR1971171,3-5 weeks,WGA,50,161758100,PRJNA269994,SAMN03268167,Plant,113116599,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992947,USA,North America,USA,Illumina HiSeq 2000,FRAG00152,FRAG00152A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00152,SRP051357,Leaf,2015-04-13T16:14:00Z,1,Col-0 x Ler,
