Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,label,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,tissue,create_date,version,Cultivar,Ecotype
SRR1971052,3-5 weeks,WGA,50,38847650,PRJNA269994,SAMN03268108,Plant,28611618,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992828,USA,North America,USA,Illumina HiSeq 2000,FRAG00061,FRAG00061A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00061,SRP051357,Leaf,2015-04-13T16:26:00Z,1,Col-0 x Ler,
SRR1971053,3-5 weeks,WGA,50,118383300,PRJNA269994,SAMN03268109,Plant,86420325,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992829,USA,North America,USA,Illumina HiSeq 2000,FRAG00062,FRAG00062A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00062,SRP051357,Leaf,2015-04-13T16:26:00Z,1,Col-0 x Ler,
SRR1971054,3-5 weeks,WGA,50,99084150,PRJNA269994,SAMN03268110,Plant,71780114,UC DAVIS GENOME CENTER,public,"fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992830,USA,North America,USA,Illumina HiSeq 2000,FRAG00063,FRAG00063A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00063,SRP051357,Leaf,,,Col-0 x Ler,
SRR1971055,3-5 weeks,WGA,50,132746350,PRJNA269994,SAMN03268111,Plant,96314171,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992831,USA,North America,USA,Illumina HiSeq 2000,FRAG00064,FRAG00064A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00064,SRP051357,Leaf,2015-04-13T16:26:00Z,1,Col-0 x Ler,
SRR1971056,3-5 weeks,WGA,50,117838300,PRJNA269994,SAMN03268112,Plant,85167638,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992832,USA,North America,USA,Illumina HiSeq 2000,FRAG00065,FRAG00065A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00065,SRP051357,Leaf,2015-04-13T16:25:00Z,1,Col-0 x Ler,
SRR1971073,3-5 weeks,WGA,50,200000000,PRJNA269994,SAMN03268129,Plant,145145760,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992849,USA,North America,USA,Illumina HiSeq 2000,FRAG00088,FRAG00088A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00088,SRP051357,Leaf,2015-04-13T16:23:00Z,1,Col-0 x Ler,
SRR1971074,3-5 weeks,WGA,50,52531100,PRJNA269994,SAMN03268130,Plant,38427601,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992850,USA,North America,USA,Illumina HiSeq 2000,FRAG00089,FRAG00089A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00089,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971075,3-5 weeks,WGA,50,40533850,PRJNA269994,SAMN03268131,Plant,29700807,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992851,USA,North America,USA,Illumina HiSeq 2000,FRAG00092,FRAG00092A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00092,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971076,3-5 weeks,WGA,50,14088200,PRJNA269994,SAMN03268132,Plant,10441421,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992852,USA,North America,USA,Illumina HiSeq 2000,FRAG00093,FRAG00093A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00093,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971077,3-5 weeks,WGA,50,11271350,PRJNA269994,SAMN03268133,Plant,8348913,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992853,USA,North America,USA,Illumina HiSeq 2000,FRAG00096,FRAG00096A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00096,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971078,3-5 weeks,WGA,50,14089500,PRJNA269994,SAMN03268134,Plant,10441888,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992854,USA,North America,USA,Illumina HiSeq 2000,FRAG00097,FRAG00097A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00097,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971079,3-5 weeks,WGA,50,121960550,PRJNA269994,SAMN03268135,Plant,88933662,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992855,USA,North America,USA,Illumina HiSeq 2000,FRAG00103,FRAG00103A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00103,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971080,3-5 weeks,WGA,50,60389100,PRJNA269994,SAMN03268136,Plant,44125974,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992856,USA,North America,USA,Illumina HiSeq 2000,FRAG00104,FRAG00104A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00104,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971081,3-5 weeks,WGA,50,104536950,PRJNA269994,SAMN03268137,Plant,76252777,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992857,USA,North America,USA,Illumina HiSeq 2000,FRAG00106,FRAG00106A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00106,SRP051357,Leaf,2015-04-13T16:21:00Z,1,Col-0 x Ler,
SRR1971082,3-5 weeks,WGA,50,169145700,PRJNA269994,SAMN03268138,Plant,122809237,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992858,USA,North America,USA,Illumina HiSeq 2000,FRAG00107,FRAG00107A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00107,SRP051357,Leaf,2015-04-13T16:22:00Z,1,Col-0 x Ler,
SRR1971083,3-5 weeks,WGA,50,22110250,PRJNA269994,SAMN03268139,Plant,16338361,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992859,USA,North America,USA,Illumina HiSeq 2000,FRAG00108,FRAG00108A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00108,SRP051357,Leaf,2015-04-13T16:21:00Z,1,Col-0 x Ler,
SRR1971084,3-5 weeks,WGA,50,52800000,PRJNA269994,SAMN03268140,Plant,38665383,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992860,USA,North America,USA,Illumina HiSeq 2000,FRAG00109,FRAG00109A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00109,SRP051357,Leaf,2015-04-13T16:21:00Z,1,Col-0 x Ler,
SRR1971085,3-5 weeks,WGA,50,130715300,PRJNA269994,SAMN03268141,Plant,94875822,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992861,USA,North America,USA,Illumina HiSeq 2000,FRAG00111,FRAG00111A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00111,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971086,3-5 weeks,WGA,50,200000000,PRJNA269994,SAMN03268142,Plant,144834484,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992862,USA,North America,USA,Illumina HiSeq 2000,FRAG00112,FRAG00112A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00112,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971087,3-5 weeks,WGA,50,200000000,PRJNA269994,SAMN03268143,Plant,144257225,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992863,USA,North America,USA,Illumina HiSeq 2000,FRAG00113,FRAG00113A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00113,SRP051357,Leaf,2015-04-13T16:20:00Z,1,Col-0 x Ler,
SRR1971088,3-5 weeks,WGA,50,31944950,PRJNA269994,SAMN03268144,Plant,23528228,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992864,USA,North America,USA,Illumina HiSeq 2000,FRAG00114,FRAG00114A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00114,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971089,3-5 weeks,WGA,50,41669550,PRJNA269994,SAMN03268145,Plant,30476711,UC DAVIS GENOME CENTER,public,"run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992865,USA,North America,USA,Illumina HiSeq 2000,FRAG00115,FRAG00115A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00115,SRP051357,Leaf,,,Col-0 x Ler,
SRR1971090,3-5 weeks,WGA,50,136969450,PRJNA269994,SAMN03268146,Plant,99312121,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992866,USA,North America,USA,Illumina HiSeq 2000,FRAG00118,FRAG00118A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00118,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971091,3-5 weeks,WGA,50,49157750,PRJNA269994,SAMN03268147,Plant,36021936,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992867,USA,North America,USA,Illumina HiSeq 2000,FRAG00120,FRAG00120A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00120,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971092,3-5 weeks,WGA,50,200000000,PRJNA269994,SAMN03268148,Plant,145301619,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992868,USA,North America,USA,Illumina HiSeq 2000,FRAG00123,FRAG00123A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00123,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971093,3-5 weeks,WGA,50,150814750,PRJNA269994,SAMN03268149,Plant,109572176,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992869,USA,North America,USA,Illumina HiSeq 2000,FRAG00125,FRAG00125A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00125,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971094,3-5 weeks,WGA,50,26176950,PRJNA269994,SAMN03268150,Plant,19304342,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992870,USA,North America,USA,Illumina HiSeq 2000,FRAG00126,FRAG00126A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00126,SRP051357,Leaf,2015-04-13T16:19:00Z,1,Col-0 x Ler,
SRR1971095,3-5 weeks,WGA,50,37585800,PRJNA269994,SAMN03268151,Plant,27748354,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992871,USA,North America,USA,Illumina HiSeq 2000,FRAG00127,FRAG00127A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00127,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971096,3-5 weeks,WGA,50,51799800,PRJNA269994,SAMN03268152,Plant,38043227,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992872,USA,North America,USA,Illumina HiSeq 2000,FRAG00128,FRAG00128A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00128,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971097,3-5 weeks,WGA,50,72746450,PRJNA269994,SAMN03268153,Plant,53105251,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992873,USA,North America,USA,Illumina HiSeq 2000,FRAG00130,FRAG00130A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00130,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971098,3-5 weeks,WGA,50,200000000,PRJNA269994,SAMN03268154,Plant,144452844,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992874,USA,North America,USA,Illumina HiSeq 2000,FRAG00131,FRAG00131A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00131,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971099,3-5 weeks,WGA,50,22531050,PRJNA269994,SAMN03268155,Plant,16600243,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992875,USA,North America,USA,Illumina HiSeq 2000,FRAG00132,FRAG00132A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00132,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971100,3-5 weeks,WGA,50,38862150,PRJNA269994,SAMN03268156,Plant,28790956,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992876,USA,North America,USA,Illumina HiSeq 2000,FRAG00133,FRAG00133A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00133,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971101,3-5 weeks,WGA,50,36435550,PRJNA269994,SAMN03268157,Plant,26762876,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992877,USA,North America,USA,Illumina HiSeq 2000,FRAG00134,FRAG00134A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00134,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971102,3-5 weeks,WGA,50,147317600,PRJNA269994,SAMN03268158,Plant,107288363,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992878,USA,North America,USA,Illumina HiSeq 2000,FRAG00135,FRAG00135A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00135,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971103,3-5 weeks,WGA,50,63569050,PRJNA269994,SAMN03268159,Plant,46474976,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992879,USA,North America,USA,Illumina HiSeq 2000,FRAG00137,FRAG00137A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00137,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971104,3-5 weeks,WGA,50,195226100,PRJNA269994,SAMN03268160,Plant,141752982,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992880,USA,North America,USA,Illumina HiSeq 2000,FRAG00139,FRAG00139A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00139,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971105,3-5 weeks,WGA,50,52272900,PRJNA269994,SAMN03268161,Plant,38465070,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",rosette,SRX992881,USA,North America,USA,Illumina HiSeq 2000,FRAG00140,FRAG00140A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00140,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971106,3-5 weeks,WGA,50,32671900,PRJNA269994,SAMN03268162,Plant,24101885,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992882,USA,North America,USA,Illumina HiSeq 2000,FRAG00141,FRAG00141A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00141,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971107,3-5 weeks,WGA,50,32950550,PRJNA269994,SAMN03268163,Plant,24368403,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992883,USA,North America,USA,Illumina HiSeq 2000,FRAG00142,FRAG00142A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00142,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971108,3-5 weeks,WGA,50,156479150,PRJNA269994,SAMN03268164,Plant,114089454,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992884,USA,North America,USA,Illumina HiSeq 2000,FRAG00144,FRAG00144A,SINGLE,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00144,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971109,3-5 weeks,WGA,200,16092409000,PRJNA269994,SAMN03268109,Plant,10708837798,UC DAVIS GENOME CENTER,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992885,USA,North America,USA,Illumina HiSeq 2000,FRAG00062,FRAG00062B,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00062,SRP051357,Leaf,2015-04-13T16:41:00Z,1,Col-0 x Ler,
SRR1971110,3-5 weeks,WGA,200,22208167600,PRJNA269994,SAMN03268109,Plant,14472023774,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992886,USA,North America,USA,Illumina HiSeq 2000,FRAG00062,FRAG00062C,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00062,SRP051357,Leaf,2015-04-13T16:54:00Z,1,Col-0 x Ler,
SRR1971111,3-5 weeks,WGA,100,181314900,PRJNA269994,SAMN03268210,Plant,130363386,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992887,USA,North America,USA,Illumina HiSeq 2000,FRAG00216,FRAG00216A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00216,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971112,3-5 weeks,WGA,100,147104900,PRJNA269994,SAMN03268211,Plant,105728956,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992888,USA,North America,USA,Illumina HiSeq 2000,FRAG00217,FRAG00217A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00217,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971113,3-5 weeks,WGA,100,185239900,PRJNA269994,SAMN03268212,Plant,133224579,UC DAVIS GENOME CENTER,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",rosette,SRX992889,USA,North America,USA,Illumina HiSeq 2000,FRAG00218,FRAG00218A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00218,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971114,3-5 weeks,WGA,100,151097400,PRJNA269994,SAMN03268213,Plant,108707295,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992890,USA,North America,USA,Illumina HiSeq 2000,FRAG00219,FRAG00219A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00219,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971115,3-5 weeks,WGA,100,166159500,PRJNA269994,SAMN03268214,Plant,119081881,UC DAVIS GENOME CENTER,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",rosette,SRX992891,USA,North America,USA,Illumina HiSeq 2000,FRAG00220,FRAG00220A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00220,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971116,3-5 weeks,WGA,100,196596600,PRJNA269994,SAMN03268215,Plant,141705702,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992892,USA,North America,USA,Illumina HiSeq 2000,FRAG00221,FRAG00221A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00221,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971117,3-5 weeks,WGA,100,193808700,PRJNA269994,SAMN03268216,Plant,140022794,UC DAVIS GENOME CENTER,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",rosette,SRX992893,USA,North America,USA,Illumina HiSeq 2000,FRAG00224,FRAG00224A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00224,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971118,3-5 weeks,WGA,100,147379600,PRJNA269994,SAMN03268217,Plant,106052354,UC DAVIS GENOME CENTER,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",rosette,SRX992894,USA,North America,USA,Illumina HiSeq 2000,FRAG00225,FRAG00225A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00225,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
SRR1971119,3-5 weeks,WGA,100,218822200,PRJNA269994,SAMN03268218,Plant,157822907,UC DAVIS GENOME CENTER,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",rosette,SRX992895,USA,North America,USA,Illumina HiSeq 2000,FRAG00226,FRAG00226A,PAIRED,size fractionation,GENOMIC,Arabidopsis thaliana,ILLUMINA,2015-05-14T00:00:00Z,FRAG00226,SRP051357,Leaf,2015-04-13T16:18:00Z,1,Col-0 x Ler,
