Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Ecotype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Experimental_Factor:_individual (exp),external_id,genotype,Individual,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_name,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,ena_first_public,ena_last_update,scientific_name
ERR7624765,WGS,300,1596984000,PRJEB49306,SAMEA11057514,ArrayExpress,527908611,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195345,Plate3_B4,SAMEA11057514,wild type genotype,Plate3_B4,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057514,E-MTAB-11254:Plate3_B4,ERP133800,E-MTAB-11254:Plate3_B4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624766,WGS,300,1803189600,PRJEB49306,SAMEA11057515,ArrayExpress,598876550,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195346,Plate3_B5,SAMEA11057515,wild type genotype,Plate3_B5,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057515,E-MTAB-11254:Plate3_B5,ERP133800,E-MTAB-11254:Plate3_B5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624767,WGS,300,1212408300,PRJEB49306,SAMEA11057516,ArrayExpress,401211123,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195347,Plate3_B6,SAMEA11057516,wild type genotype,Plate3_B6,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057516,E-MTAB-11254:Plate3_B6,ERP133800,E-MTAB-11254:Plate3_B6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624768,WGS,300,1306499400,PRJEB49306,SAMEA11057517,ArrayExpress,433104109,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195348,Plate3_B7,SAMEA11057517,wild type genotype,Plate3_B7,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057517,E-MTAB-11254:Plate3_B7,ERP133800,E-MTAB-11254:Plate3_B7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624769,WGS,300,1364863200,PRJEB49306,SAMEA11057518,ArrayExpress,455333641,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195349,Plate3_B8,SAMEA11057518,wild type genotype,Plate3_B8,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057518,E-MTAB-11254:Plate3_B8,ERP133800,E-MTAB-11254:Plate3_B8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624770,WGS,300,1360356600,PRJEB49306,SAMEA11057519,ArrayExpress,467021556,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195350,Plate3_B9,SAMEA11057519,wild type genotype,Plate3_B9,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_B9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057519,E-MTAB-11254:Plate3_B9,ERP133800,E-MTAB-11254:Plate3_B9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624771,WGS,300,1422535200,PRJEB49306,SAMEA11057520,ArrayExpress,469632350,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195351,Plate3_C1,SAMEA11057520,wild type genotype,Plate3_C1,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057520,E-MTAB-11254:Plate3_C1,ERP133800,E-MTAB-11254:Plate3_C1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624772,WGS,300,1319653800,PRJEB49306,SAMEA11057521,ArrayExpress,438449391,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195352,Plate3_C10,SAMEA11057521,wild type genotype,Plate3_C10,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057521,E-MTAB-11254:Plate3_C10,ERP133800,E-MTAB-11254:Plate3_C10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624773,WGS,300,1482662700,PRJEB49306,SAMEA11057522,ArrayExpress,498745687,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195353,Plate3_C11,SAMEA11057522,wild type genotype,Plate3_C11,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057522,E-MTAB-11254:Plate3_C11,ERP133800,E-MTAB-11254:Plate3_C11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624774,WGS,300,1285229700,PRJEB49306,SAMEA11057523,ArrayExpress,427386506,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195354,Plate3_C12,SAMEA11057523,wild type genotype,Plate3_C12,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057523,E-MTAB-11254:Plate3_C12,ERP133800,E-MTAB-11254:Plate3_C12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624775,WGS,300,1271899800,PRJEB49306,SAMEA11057524,ArrayExpress,421456376,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195355,Plate3_C2,SAMEA11057524,wild type genotype,Plate3_C2,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057524,E-MTAB-11254:Plate3_C2,ERP133800,E-MTAB-11254:Plate3_C2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624776,WGS,300,1264575900,PRJEB49306,SAMEA11057525,ArrayExpress,419430786,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195356,Plate3_C3,SAMEA11057525,wild type genotype,Plate3_C3,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057525,E-MTAB-11254:Plate3_C3,ERP133800,E-MTAB-11254:Plate3_C3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624777,WGS,300,1220157300,PRJEB49306,SAMEA11057526,ArrayExpress,399026975,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195357,Plate3_C4,SAMEA11057526,wild type genotype,Plate3_C4,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057526,E-MTAB-11254:Plate3_C4,ERP133800,E-MTAB-11254:Plate3_C4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624778,WGS,300,1531746900,PRJEB49306,SAMEA11057527,ArrayExpress,508642996,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195358,Plate3_C5,SAMEA11057527,wild type genotype,Plate3_C5,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057527,E-MTAB-11254:Plate3_C5,ERP133800,E-MTAB-11254:Plate3_C5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624779,WGS,300,1166197500,PRJEB49306,SAMEA11057528,ArrayExpress,386863049,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195359,Plate3_C6,SAMEA11057528,wild type genotype,Plate3_C6,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057528,E-MTAB-11254:Plate3_C6,ERP133800,E-MTAB-11254:Plate3_C6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624780,WGS,300,1255812900,PRJEB49306,SAMEA11057529,ArrayExpress,420668959,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195360,Plate3_C7,SAMEA11057529,wild type genotype,Plate3_C7,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057529,E-MTAB-11254:Plate3_C7,ERP133800,E-MTAB-11254:Plate3_C7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624781,WGS,300,1282337100,PRJEB49306,SAMEA11057530,ArrayExpress,424095492,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195361,Plate3_C8,SAMEA11057530,wild type genotype,Plate3_C8,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:27:00Z,1,SAMEA11057530,E-MTAB-11254:Plate3_C8,ERP133800,E-MTAB-11254:Plate3_C8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624782,WGS,300,1307966100,PRJEB49306,SAMEA11057531,ArrayExpress,448507563,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195362,Plate3_C9,SAMEA11057531,wild type genotype,Plate3_C9,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_C9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057531,E-MTAB-11254:Plate3_C9,ERP133800,E-MTAB-11254:Plate3_C9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624783,WGS,300,1456987500,PRJEB49306,SAMEA11057532,ArrayExpress,490887774,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195363,Plate3_D1,SAMEA11057532,wild type genotype,Plate3_D1,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_D1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057532,E-MTAB-11254:Plate3_D1,ERP133800,E-MTAB-11254:Plate3_D1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624784,WGS,300,1284109200,PRJEB49306,SAMEA11057533,ArrayExpress,455910083,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195364,Plate3_D10,SAMEA11057533,wild type genotype,Plate3_D10,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_D10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057533,E-MTAB-11254:Plate3_D10,ERP133800,E-MTAB-11254:Plate3_D10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624785,WGS,300,1322902200,PRJEB49306,SAMEA11057534,ArrayExpress,441453493,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195365,Plate3_D11,SAMEA11057534,wild type genotype,Plate3_D11,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_D11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057534,E-MTAB-11254:Plate3_D11,ERP133800,E-MTAB-11254:Plate3_D11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624786,WGS,300,1365494100,PRJEB49306,SAMEA11057535,ArrayExpress,459761448,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195366,Plate3_D12,SAMEA11057535,wild type genotype,Plate3_D12,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate3_D12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057535,E-MTAB-11254:Plate3_D12,ERP133800,E-MTAB-11254:Plate3_D12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624787,WGS,300,1290753000,PRJEB49306,SAMEA11057536,ArrayExpress,460463345,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195367,Plate3_D2,SAMEA11057536,wild type genotype,Plate3_D2,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057536,E-MTAB-11254:Plate3_D2,ERP133800,E-MTAB-11254:Plate3_D2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624788,WGS,300,1277651100,PRJEB49306,SAMEA11057537,ArrayExpress,429467423,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195368,Plate3_D3,SAMEA11057537,wild type genotype,Plate3_D3,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057537,E-MTAB-11254:Plate3_D3,ERP133800,E-MTAB-11254:Plate3_D3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624789,WGS,300,1209262800,PRJEB49306,SAMEA11057538,ArrayExpress,404340353,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195369,Plate3_D4,SAMEA11057538,wild type genotype,Plate3_D4,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057538,E-MTAB-11254:Plate3_D4,ERP133800,E-MTAB-11254:Plate3_D4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624790,WGS,300,1595320800,PRJEB49306,SAMEA11057539,ArrayExpress,531461150,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195370,Plate3_D5,SAMEA11057539,wild type genotype,Plate3_D5,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057539,E-MTAB-11254:Plate3_D5,ERP133800,E-MTAB-11254:Plate3_D5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624791,WGS,300,1218369000,PRJEB49306,SAMEA11057540,ArrayExpress,405147000,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195371,Plate3_D6,SAMEA11057540,wild type genotype,Plate3_D6,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057540,E-MTAB-11254:Plate3_D6,ERP133800,E-MTAB-11254:Plate3_D6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624792,WGS,300,1330722000,PRJEB49306,SAMEA11057541,ArrayExpress,459723485,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195372,Plate3_D7,SAMEA11057541,wild type genotype,Plate3_D7,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057541,E-MTAB-11254:Plate3_D7,ERP133800,E-MTAB-11254:Plate3_D7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624793,WGS,300,1327788900,PRJEB49306,SAMEA11057542,ArrayExpress,444570090,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195373,Plate3_D8,SAMEA11057542,wild type genotype,Plate3_D8,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057542,E-MTAB-11254:Plate3_D8,ERP133800,E-MTAB-11254:Plate3_D8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624794,WGS,300,1056366600,PRJEB49306,SAMEA11057543,ArrayExpress,358197960,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195374,Plate3_D9,SAMEA11057543,wild type genotype,Plate3_D9,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_D9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057543,E-MTAB-11254:Plate3_D9,ERP133800,E-MTAB-11254:Plate3_D9,,,,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,Arabidopsis thaliana
ERR7624795,WGS,300,1546569900,PRJEB49306,SAMEA11057544,ArrayExpress,565195232,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195375,Plate3_E1,SAMEA11057544,wild type genotype,Plate3_E1,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_E1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:26:00Z,1,SAMEA11057544,E-MTAB-11254:Plate3_E1,ERP133800,E-MTAB-11254:Plate3_E1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624796,WGS,300,1365053100,PRJEB49306,SAMEA11057545,ArrayExpress,485502636,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195376,Plate3_E10,SAMEA11057545,wild type genotype,Plate3_E10,MPIPZ,2022-06-14T16:16:54Z,2022-06-14T16:16:54Z,public,Illumina HiSeq 3000,Plate3_E10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:25:00Z,1,SAMEA11057545,E-MTAB-11254:Plate3_E10,ERP133800,E-MTAB-11254:Plate3_E10,2022-06-14,2022-06-14,MPIPZ,,,
