Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Ecotype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Experimental_Factor:_individual (exp),external_id,genotype,Individual,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_name,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,ena_first_public,ena_last_update,scientific_name
ERR7625163,WGS,300,1420554300,PRJEB49306,SAMEA11058009,ArrayExpress,479754944,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195743,Plate7_D11,SAMEA11058009,wild type genotype,Plate7_D11,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058009,E-MTAB-11254:Plate7_D11,ERP133800,E-MTAB-11254:Plate7_D11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625164,WGS,300,1361835300,PRJEB49306,SAMEA11058010,ArrayExpress,456998211,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195744,Plate7_D12,SAMEA11058010,wild type genotype,Plate7_D12,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058010,E-MTAB-11254:Plate7_D12,ERP133800,E-MTAB-11254:Plate7_D12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625165,WGS,300,1428743400,PRJEB49306,SAMEA11058011,ArrayExpress,486368650,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195745,Plate7_D2,SAMEA11058011,wild type genotype,Plate7_D2,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058011,E-MTAB-11254:Plate7_D2,ERP133800,E-MTAB-11254:Plate7_D2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625166,WGS,300,1350655200,PRJEB49306,SAMEA11058012,ArrayExpress,465213834,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195746,Plate7_D3,SAMEA11058012,wild type genotype,Plate7_D3,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058012,E-MTAB-11254:Plate7_D3,ERP133800,E-MTAB-11254:Plate7_D3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625167,WGS,300,1588990800,PRJEB49306,SAMEA11058013,ArrayExpress,532511765,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195747,Plate7_D4,SAMEA11058013,wild type genotype,Plate7_D4,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058013,E-MTAB-11254:Plate7_D4,ERP133800,E-MTAB-11254:Plate7_D4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625168,WGS,300,1557182700,PRJEB49306,SAMEA11058014,ArrayExpress,588207810,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195748,Plate7_D5,SAMEA11058014,wild type genotype,Plate7_D5,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058014,E-MTAB-11254:Plate7_D5,ERP133800,E-MTAB-11254:Plate7_D5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625169,WGS,300,1477315500,PRJEB49306,SAMEA11058015,ArrayExpress,544862933,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195749,Plate7_D6,SAMEA11058015,wild type genotype,Plate7_D6,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:39:00Z,1,SAMEA11058015,E-MTAB-11254:Plate7_D6,ERP133800,E-MTAB-11254:Plate7_D6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625170,WGS,300,1954810800,PRJEB49306,SAMEA11058016,ArrayExpress,656936854,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195750,Plate7_D7,SAMEA11058016,wild type genotype,Plate7_D7,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:42:00Z,1,SAMEA11058016,E-MTAB-11254:Plate7_D7,ERP133800,E-MTAB-11254:Plate7_D7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625171,WGS,300,1307848800,PRJEB49306,SAMEA11058017,ArrayExpress,445877447,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195751,Plate7_D8,SAMEA11058017,wild type genotype,Plate7_D8,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058017,E-MTAB-11254:Plate7_D8,ERP133800,E-MTAB-11254:Plate7_D8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625172,WGS,300,1460928300,PRJEB49306,SAMEA11058018,ArrayExpress,522628796,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195752,Plate7_D9,SAMEA11058018,wild type genotype,Plate7_D9,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_D9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058018,E-MTAB-11254:Plate7_D9,ERP133800,E-MTAB-11254:Plate7_D9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625173,WGS,300,1241085300,PRJEB49306,SAMEA11058019,ArrayExpress,412996448,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195753,Plate7_E1,SAMEA11058019,wild type genotype,Plate7_E1,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058019,E-MTAB-11254:Plate7_E1,ERP133800,E-MTAB-11254:Plate7_E1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625174,WGS,300,1099724100,PRJEB49306,SAMEA11058020,ArrayExpress,377812594,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195754,Plate7_E10,SAMEA11058020,wild type genotype,Plate7_E10,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058020,E-MTAB-11254:Plate7_E10,ERP133800,E-MTAB-11254:Plate7_E10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625175,WGS,300,1266574500,PRJEB49306,SAMEA11058021,ArrayExpress,423789808,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195755,Plate7_E11,SAMEA11058021,wild type genotype,Plate7_E11,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058021,E-MTAB-11254:Plate7_E11,ERP133800,E-MTAB-11254:Plate7_E11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625176,WGS,300,1232524500,PRJEB49306,SAMEA11058022,ArrayExpress,409470774,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195756,Plate7_E12,SAMEA11058022,wild type genotype,Plate7_E12,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058022,E-MTAB-11254:Plate7_E12,ERP133800,E-MTAB-11254:Plate7_E12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625177,WGS,300,1187981400,PRJEB49306,SAMEA11058023,ArrayExpress,403764675,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195757,Plate7_E2,SAMEA11058023,wild type genotype,Plate7_E2,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058023,E-MTAB-11254:Plate7_E2,ERP133800,E-MTAB-11254:Plate7_E2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625178,WGS,300,1214969400,PRJEB49306,SAMEA11058024,ArrayExpress,415669913,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195758,Plate7_E3,SAMEA11058024,wild type genotype,Plate7_E3,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058024,E-MTAB-11254:Plate7_E3,ERP133800,E-MTAB-11254:Plate7_E3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625179,WGS,300,1533500400,PRJEB49306,SAMEA11058025,ArrayExpress,517464073,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195759,Plate7_E4,SAMEA11058025,wild type genotype,Plate7_E4,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058025,E-MTAB-11254:Plate7_E4,ERP133800,E-MTAB-11254:Plate7_E4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625180,WGS,300,1512677400,PRJEB49306,SAMEA11058026,ArrayExpress,514233823,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195760,Plate7_E5,SAMEA11058026,wild type genotype,Plate7_E5,MPIPZ,2022-06-14T16:16:57Z,2022-06-14T16:16:57Z,public,Illumina HiSeq 3000,Plate7_E5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058026,E-MTAB-11254:Plate7_E5,ERP133800,E-MTAB-11254:Plate7_E5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625181,WGS,300,1394027100,PRJEB49306,SAMEA11058027,ArrayExpress,470942424,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195761,Plate7_E6,SAMEA11058027,wild type genotype,Plate7_E6,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_E6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058027,E-MTAB-11254:Plate7_E6,ERP133800,E-MTAB-11254:Plate7_E6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625182,WGS,300,1240911600,PRJEB49306,SAMEA11058028,ArrayExpress,415743918,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195762,Plate7_E7,SAMEA11058028,wild type genotype,Plate7_E7,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_E7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058028,E-MTAB-11254:Plate7_E7,ERP133800,E-MTAB-11254:Plate7_E7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625183,WGS,300,1190609700,PRJEB49306,SAMEA11058029,ArrayExpress,402013837,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195763,Plate7_E8,SAMEA11058029,wild type genotype,Plate7_E8,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_E8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058029,E-MTAB-11254:Plate7_E8,ERP133800,E-MTAB-11254:Plate7_E8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625184,WGS,300,1447796400,PRJEB49306,SAMEA11058030,ArrayExpress,488586395,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195764,Plate7_E9,SAMEA11058030,wild type genotype,Plate7_E9,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_E9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058030,E-MTAB-11254:Plate7_E9,ERP133800,E-MTAB-11254:Plate7_E9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625185,WGS,300,1435126800,PRJEB49306,SAMEA11058031,ArrayExpress,474182933,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195765,Plate7_F1,SAMEA11058031,wild type genotype,Plate7_F1,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058031,E-MTAB-11254:Plate7_F1,ERP133800,E-MTAB-11254:Plate7_F1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625186,WGS,300,1378118100,PRJEB49306,SAMEA11058032,ArrayExpress,518928896,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195766,Plate7_F10,SAMEA11058032,wild type genotype,Plate7_F10,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-26T03:44:00Z,1,SAMEA11058032,E-MTAB-11254:Plate7_F10,ERP133800,E-MTAB-11254:Plate7_F10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625187,WGS,300,1381895700,PRJEB49306,SAMEA11058033,ArrayExpress,475856854,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195767,Plate7_F11,SAMEA11058033,wild type genotype,Plate7_F11,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058033,E-MTAB-11254:Plate7_F11,ERP133800,E-MTAB-11254:Plate7_F11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625188,WGS,300,1291966500,PRJEB49306,SAMEA11058034,ArrayExpress,432251169,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195768,Plate7_F12,SAMEA11058034,wild type genotype,Plate7_F12,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058034,E-MTAB-11254:Plate7_F12,ERP133800,E-MTAB-11254:Plate7_F12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625189,WGS,300,1467833400,PRJEB49306,SAMEA11058035,ArrayExpress,503234211,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195769,Plate7_F2,SAMEA11058035,wild type genotype,Plate7_F2,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058035,E-MTAB-11254:Plate7_F2,ERP133800,E-MTAB-11254:Plate7_F2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625190,WGS,300,1387188000,PRJEB49306,SAMEA11058036,ArrayExpress,473019630,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195770,Plate7_F3,SAMEA11058036,wild type genotype,Plate7_F3,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:40:00Z,1,SAMEA11058036,E-MTAB-11254:Plate7_F3,ERP133800,E-MTAB-11254:Plate7_F3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625191,WGS,300,1733992200,PRJEB49306,SAMEA11058037,ArrayExpress,581641210,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195771,Plate7_F4,SAMEA11058037,wild type genotype,Plate7_F4,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058037,E-MTAB-11254:Plate7_F4,ERP133800,E-MTAB-11254:Plate7_F4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625192,WGS,300,1688370900,PRJEB49306,SAMEA11058038,ArrayExpress,572007979,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195772,Plate7_F5,SAMEA11058038,wild type genotype,Plate7_F5,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:42:00Z,1,SAMEA11058038,E-MTAB-11254:Plate7_F5,ERP133800,E-MTAB-11254:Plate7_F5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625193,WGS,300,1589903100,PRJEB49306,SAMEA11058039,ArrayExpress,548003404,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195773,Plate7_F6,SAMEA11058039,wild type genotype,Plate7_F6,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058039,E-MTAB-11254:Plate7_F6,ERP133800,E-MTAB-11254:Plate7_F6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7625194,WGS,300,1558734000,PRJEB49306,SAMEA11058040,ArrayExpress,522140683,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195774,Plate7_F7,SAMEA11058040,wild type genotype,Plate7_F7,MPIPZ,2022-06-14T16:16:51Z,2022-06-14T16:16:51Z,public,Illumina HiSeq 3000,Plate7_F7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-25T03:41:00Z,1,SAMEA11058040,E-MTAB-11254:Plate7_F7,ERP133800,E-MTAB-11254:Plate7_F7,2022-06-14,2022-06-14,MPIPZ,,,
