Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lib_id,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR14315929,WGS,300,166377900,PRJNA723952,SAMN18854608,Plant,70359426,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671267,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 626 of 1108,C_aa_78,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:54:00Z,1,C_aa_78,SRP315964,Leaf
SRR14315930,WGS,300,140977200,PRJNA723952,SAMN18854898,Plant,60268319,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671611,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 916 of 1108,C_LC_96,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:54:00Z,1,C_LC_96,SRP315964,Leaf
SRR14315931,WGS,300,243836400,PRJNA723952,SAMN18854604,Plant,104505180,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671242,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 622 of 1108,C_aa_74,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_74,SRP315964,Leaf
SRR14315932,WGS,300,202428900,PRJNA723952,SAMN18854603,Plant,86052697,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671241,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 621 of 1108,C_aa_73,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_73,SRP315964,Leaf
SRR14315933,WGS,300,212557200,PRJNA723952,SAMN18854602,Plant,90186977,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671240,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 620 of 1108,C_aa_72,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_72,SRP315964,Leaf
SRR14315934,WGS,300,265480800,PRJNA723952,SAMN18854601,Plant,112938040,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671239,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 619 of 1108,C_aa_71,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:54:00Z,1,C_aa_71,SRP315964,Leaf
SRR14315935,WGS,300,170527200,PRJNA723952,SAMN18854600,Plant,72797910,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671237,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 618 of 1108,C_aa_70,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:54:00Z,1,C_aa_70,SRP315964,Leaf
SRR14315936,WGS,300,146953800,PRJNA723952,SAMN18854599,Plant,62872561,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671236,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 617 of 1108,C_aa_69,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:54:00Z,1,C_aa_69,SRP315964,Leaf
SRR14315937,WGS,300,157403400,PRJNA723952,SAMN18854598,Plant,67236128,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671235,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 616 of 1108,C_aa_68,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_68,SRP315964,Leaf
SRR14315938,WGS,300,169417800,PRJNA723952,SAMN18854538,Plant,73739984,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671238,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 556 of 1108,C_aa_8,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_8,SRP315964,Leaf
SRR14315939,WGS,300,205877400,PRJNA723952,SAMN18854597,Plant,87079544,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671234,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 615 of 1108,C_aa_67,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_67,SRP315964,Leaf
SRR14315940,WGS,300,206780700,PRJNA723952,SAMN18854596,Plant,87693631,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671233,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 614 of 1108,C_aa_66,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_66,SRP315964,Leaf
SRR14315941,WGS,300,181033800,PRJNA723952,SAMN18854595,Plant,76601177,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671232,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 613 of 1108,C_aa_65,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_65,SRP315964,Leaf
SRR14315942,WGS,300,198149400,PRJNA723952,SAMN18854594,Plant,84178469,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671231,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 612 of 1108,C_aa_64,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_64,SRP315964,Leaf
SRR14315943,WGS,300,236957400,PRJNA723952,SAMN18854592,Plant,101640913,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671229,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 610 of 1108,C_aa_62,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_62,SRP315964,Leaf
SRR14315944,WGS,300,248491200,PRJNA723952,SAMN18854591,Plant,105642528,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671228,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 609 of 1108,C_aa_61,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_61,SRP315964,Leaf
SRR14315945,WGS,300,135561300,PRJNA723952,SAMN18854537,Plant,60308814,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671227,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 555 of 1108,C_aa_7,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_7,SRP315964,Leaf
SRR14315946,WGS,300,322607400,PRJNA723952,SAMN18854593,Plant,137284291,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671230,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 611 of 1108,C_aa_63,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_63,SRP315964,Leaf
SRR14315947,WGS,300,228199800,PRJNA723952,SAMN18854590,Plant,97054949,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671226,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 608 of 1108,C_aa_60,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_60,SRP315964,Leaf
SRR14315948,WGS,300,230556000,PRJNA723952,SAMN18854589,Plant,98254783,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671225,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 607 of 1108,C_aa_59,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_59,SRP315964,Leaf
SRR14315949,WGS,300,132237000,PRJNA723952,SAMN18854588,Plant,56556129,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671224,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 606 of 1108,C_aa_58,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_58,SRP315964,Leaf
SRR14315950,WGS,300,152927400,PRJNA723952,SAMN18854587,Plant,65539935,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671223,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 605 of 1108,C_aa_57,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_57,SRP315964,Leaf
SRR14315951,WGS,300,287724300,PRJNA723952,SAMN18855089,Plant,123129424,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671221,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1107 of 1108,C_ta_191,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_191,SRP315964,Leaf
SRR14315952,WGS,300,223824300,PRJNA723952,SAMN18855088,Plant,96547493,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671220,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1106 of 1108,C_ta_190,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_190,SRP315964,Leaf
SRR14315953,WGS,300,215595300,PRJNA723952,SAMN18855087,Plant,92153950,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671219,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1105 of 1108,C_ta_189,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_189,SRP315964,Leaf
SRR14315954,WGS,300,312666300,PRJNA723952,SAMN18855090,Plant,133890918,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671222,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1108 of 1108,C_ta_192,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_192,SRP315964,Leaf
SRR14315955,WGS,300,245306400,PRJNA723952,SAMN18855086,Plant,106009059,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671218,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1104 of 1108,C_ta_188,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_188,SRP315964,Leaf
SRR14315956,WGS,300,186747300,PRJNA723952,SAMN18855085,Plant,80115063,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671217,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1103 of 1108,C_ta_187,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_187,SRP315964,Leaf
SRR14315957,WGS,300,234069300,PRJNA723952,SAMN18855084,Plant,100646818,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671216,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1102 of 1108,C_ta_186,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_186,SRP315964,Leaf
SRR14315958,WGS,300,193771500,PRJNA723952,SAMN18855083,Plant,84342792,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671215,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1101 of 1108,C_ta_185,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_185,SRP315964,Leaf
SRR14315959,WGS,300,237938100,PRJNA723952,SAMN18855081,Plant,101716773,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671213,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1099 of 1108,C_ta_183,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_183,SRP315964,Leaf
SRR14315960,WGS,300,204367200,PRJNA723952,SAMN18854586,Plant,87484643,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671212,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 604 of 1108,C_aa_56,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_aa_56,SRP315964,Leaf
SRR14315961,WGS,300,198588900,PRJNA723952,SAMN18855080,Plant,85231204,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671211,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1098 of 1108,C_ta_182,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_182,SRP315964,Leaf
SRR14315962,WGS,300,191169900,PRJNA723952,SAMN18855082,Plant,82240078,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671214,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1100 of 1108,C_ta_184,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_184,SRP315964,Leaf
SRR14315963,WGS,300,174264000,PRJNA723952,SAMN18855079,Plant,75114275,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671210,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1097 of 1108,C_ta_181,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_181,SRP315964,Leaf
SRR14315964,WGS,300,255324300,PRJNA723952,SAMN18855078,Plant,108550200,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671209,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1096 of 1108,C_ta_180,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:56:00Z,1,C_ta_180,SRP315964,Leaf
SRR14315965,WGS,300,218953800,PRJNA723952,SAMN18855077,Plant,92954158,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671208,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1095 of 1108,C_ta_179,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:56:00Z,1,C_ta_179,SRP315964,Leaf
SRR14315966,WGS,300,293240700,PRJNA723952,SAMN18855076,Plant,125437898,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671207,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1094 of 1108,C_ta_178,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_178,SRP315964,Leaf
SRR14315967,WGS,300,221290800,PRJNA723952,SAMN18855074,Plant,94354129,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671205,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1092 of 1108,C_ta_176,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_176,SRP315964,Leaf
SRR14315968,WGS,300,156485100,PRJNA723952,SAMN18855073,Plant,66347743,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671204,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1091 of 1108,C_ta_175,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_175,SRP315964,Leaf
SRR14315969,WGS,300,183008100,PRJNA723952,SAMN18855072,Plant,77993113,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671203,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1090 of 1108,C_ta_174,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_174,SRP315964,Leaf
SRR14315970,WGS,300,194176200,PRJNA723952,SAMN18855075,Plant,82262871,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671206,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1093 of 1108,C_ta_177,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:56:00Z,1,C_ta_177,SRP315964,Leaf
SRR14315971,WGS,300,145861200,PRJNA723952,SAMN18855071,Plant,61986407,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671202,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1089 of 1108,C_ta_173,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:55:00Z,1,C_ta_173,SRP315964,Leaf
SRR14315972,WGS,300,251541300,PRJNA723952,SAMN18854585,Plant,106792903,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671180,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 603 of 1108,C_aa_55,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:56:00Z,1,C_aa_55,SRP315964,Leaf
